child_id,child_document_type,child_identifier,referenced_document_type,referenced_identifier,referenced_title,referenced_date,reason,reference_text,context
1921,executive_order,12498,executive_order,12291,,,outside_corpus,Executive Order No. 12291,"(c) After development of the Administration's Regulatory Program for the year, if the agency head proposes to take a regulatory action subject to the provisions of Section 2 and not previously submitted for review under this process, or if the agency head proposes to take a regulatory action that is materially different from the action described in the agency's final Regulatory Program, the agency head shall immediately advise the Director and submit the action to the Director for review in such format as the Director may specify. Except in the case of emergency situations, as defined by the Director, or statutory or judicial dead, lines, the agency head shall refrain from taking the proposed regulatory action until the review of this submission by the Direr, tor is completed. As to those regulatory actions not also subject to Executive Order No. 12291, the Director shall be deemed to have concluded that the proposal is consistent with the purposes of this Order, unless he notifies the agency head to the contrary within 10 days of its submission. As to those regulatory actions subject to Executive Order No. 12291, the Director's review shall be governed by the provisions of Section 3(e) of that Order."
1921,executive_order,12498,executive_order,12291,,,outside_corpus,Executive Order No. 12291,"(c) After development of the Administration's Regulatory Program for the year, if the agency head proposes to take a regulatory action subject to the provisions of Section 2 and not previously submitted for review under this process, or if the agency head proposes to take a regulatory action that is materially different from the action described in the agency's final Regulatory Program, the agency head shall immediately advise the Director and submit the action to the Director for review in such format as the Director may specify. Except in the case of emergency situations, as defined by the Director, or statutory or judicial dead, lines, the agency head shall refrain from taking the proposed regulatory action until the review of this submission by the Direr, tor is completed. As to those regulatory actions not also subject to Executive Order No. 12291, the Director shall be deemed to have concluded that the proposal is consistent with the purposes of this Order, unless he notifies the agency head to the contrary within 10 days of its submission. As to those regulatory actions subject to Executive Order No. 12291, the Director's review shall be governed by the provisions of Section 3(e) of that Order."
1921,executive_order,12498,executive_order,12291,,,outside_corpus,Executive Order No. 12291,"(d) Absent unusual circumstances, such as new statutory or judicial requirements or unanticipated emergency situations, the Director may, to the extent permitted by law, return for reconsideration any rule submitted for review under Executive Order No. 12291 that would be subject to Section 2 but was not included in the agency's final Regulatory Program for that year; or any other significant regulatory action that is materially different from those described in the Administration's Regulatory Program for that year."
1922,executive_order,12497,executive_order,12462,,,outside_corpus,Executive Order No. 12462,"By the authority vested in me as President by the Constitution and laws of the United States of America, including the Federal Advisory Committee Act, as amended (5 U.S.C. App. I), and in order to extend the life of the President's Advisory Committee on Mediation and Conciliation, it is hereby ordered that Section 4(b) of Executive Order No. 12462 of February 17, 1984, is amended to read: ""The Committee shall terminate on September 30, 1985, unless sooner extended."""
1930,executive_order,12489,executive_order,12190,,,outside_corpus,Executive Order No. 12190,(a) Advisory Committee on Small and Minority Business Ownership; Executive Order No. 12190 (Small Business Administration).
1930,executive_order,12489,executive_order,12216,,,outside_corpus,Executive Order No. 12216,(f) President's Committee on the International Labor Organization; Executive Order No. 12216 (Department of Labor).
1930,executive_order,12489,executive_order,11287,,,outside_corpus,Executive Order No. 11287,"(h) President's Committee on the National Medal of Science; Executive Order No. 11287, as amended (National Science Foundation)."
1930,executive_order,12489,executive_order,12345,,,outside_corpus,Executive Order No. 12345,"(i) President's Council on Physical Fitness and Sports; Executive Order No. 12345, as amended (Department of Health and Human Services)."
1930,executive_order,12489,executive_order,12395,,,outside_corpus,Executive Order No. 12395,"Sec. 2. The following advisory committee is continued until December 31, 1984: International Private Enterprise Task Force; Executive Order No. 12395 (Agency for International Development)."
1936,executive_order,12483,executive_order,11888,,,outside_corpus,Executive Order No. 11888,"Sec. 2. Annex III of Executive Order No. 11888 of November 24, 1975, as amended, listing articles that are eligible for benefits of the GSP when imported from all designated beneficiary developing countries except those specified in general headnote 3(c)(iii) of the TSUS, is further amended by deleting item 706.39."
1943,executive_order,12476,executive_order,12421,,,outside_corpus,Executive Order No. 12421,"By the authority vested in me as President by the Constitution and laws of the United States of America, including the Federal Advisory Committee Act, as amended (5 U.S.C. App. I), it is hereby ordered that Executive Order No. 12421 of May 12, 1983, is amended as follows:"
1947,executive_order,12472,executive_order,12046,,,outside_corpus,Executive Order No. 12046,"(1) Consult, as appropriate, with the Director of the Office of Management and Budget; the Director of the Federal Emergency Management Agency with respect to the emergency management responsibilities assigned pursuant to Executive Order No. 12148, as amended; the Secretary of Commerce, with respect to responsibilities assigned pursuant to Executive Order No. 12046; the Secretary of Defense, with respect to communications security responsibilities assigned pursuant to Executive Order No. 12333; and the Chairman of the Federal Communications Commission or his authorized designee; and"
1947,executive_order,12472,executive_order,12046,,,outside_corpus,Executive Order No. 12046,"(5) Consult, consistent with the provisions of Executive Order No. 12046, as amended, and in conjunction with the Manager of the NCS, with the Federal Communications Commission regarding execution of responsibilities assigned by this Order;"
1947,executive_order,12472,executive_order,12046,,,outside_corpus,Executive Order No. 12046,"(1) Sections 2-414, 4-102, 4-103, 4-202, 4-302, 5-3, and 6-101 of Executive Order No. 12046, as amended, are revoked;"
